index,1_0_560,1_0_777,1_0.1_560,1_0.1_777,1_0.3_560,1_0.3_777,1_0.6_560,1_0.6_777
532,5789,16338,5947,17877,5990,16982,5854,15542
533,5789,16328,5917,17939,5845,16942,5857,15625
534,5706,16285,5965,17951,5938,16824,5801,15695
535,5721,16345,5993,17907,5980,17002,5900,15611
536,5796,16234,6070,17935,5943,17077,5919,15599
537,5771,16480,5919,17872,5912,16940,6015,15632
538,5733,16395,5952,17829,5994,17006,5861,15585
539,5729,16379,5922,17725,5933,16840,5897,15658
540,5845,16361,5940,17813,5944,16933,5871,15650
541,5821,16394,6026,17786,5933,16980,5876,15685
542,5789,16217,6009,17930,5949,16832,5945,15601
543,5783,16512,5952,17793,5918,16903,5973,15494
544,5850,16297,5985,17890,5984,16851,5957,15576
545,5840,16317,5998,18017,5993,17116,5890,15814
546,5787,16338,5981,17854,5914,16923,5927,15764
547,5822,16337,6025,18040,5917,16863,5865,15695
548,5844,16255,5879,17575,5881,17092,5917,15511
549,5760,16280,6031,17903,5878,16969,5921,15739
550,5753,16328,6033,17771,5976,16868,5934,15627
551,5790,16353,5967,17988,5919,16921,5885,15827
552,5720,16354,5935,17636,5964,16780,5824,15661
553,5741,16242,6013,17985,5844,16977,5947,15599
554,5838,16215,5950,17805,5889,17023,5865,15744
555,5744,16254,5960,17697,5942,16973,5756,15638
556,5753,16241,6033,17707,5876,16779,5889,15501
557,5755,16222,5978,17830,5876,16996,5908,15737
558,5780,16393,5870,17801,5909,17053,5865,15606
559,5777,16182,5972,17809,5926,16984,5902,15781
560,5780,16455,5997,17885,5951,17007,5812,15642
561,5822,16268,5910,17669,5884,16838,5825,15630
562,5825,16351,6052,17650,5985,17053,5843,15829
563,5759,16186,5972,17788,5914,16909,5895,15655
564,5860,16357,5944,17797,5940,16972,5905,15622
565,5726,16248,5949,17881,5896,16859,5884,15591
566,5741,16152,5948,17823,5981,16888,5847,15457
567,5686,16302,6007,17797,5948,16966,5924,15604
568,5810,16188,6031,17851,5946,16788,5888,15631
569,5839,16180,5995,17918,5994,16946,5932,15513
570,5844,16300,5926,17757,5892,16842,5888,15501
571,5742,16394,6013,17555,5902,16706,5857,15591
572,5854,16239,5942,17921,5867,17016,5805,15715
573,5783,16243,6028,17928,5965,17132,5831,15581
574,5780,16321,5998,17877,5944,16884,5864,15716
575,5730,16289,6028,17716,5924,16833,5853,15819
576,5768,16387,6015,17778,5958,16743,5940,15773
577,5721,16363,5974,17805,5963,16869,5780,15630
578,5768,16362,5899,17832,5874,16843,5832,15765
579,5738,16212,6009,17736,5883,16914,5867,15725
580,5718,16237,5926,17839,5932,16825,5846,15612
581,5731,16196,6004,17764,5855,16951,5876,15446
582,5789,16134,5883,17860,5858,16932,5873,15509
583,5812,16299,6045,17844,5913,16906,5928,15752
584,5848,16196,5998,17751,6026,16769,5899,15838
585,5812,16154,5932,17836,5940,16872,5832,15592
586,5779,16228,5927,17999,5921,17061,5812,15692
587,5781,16285,5973,17767,5982,16863,5847,15610
588,5772,16395,5995,17669,5898,16863,5858,15465
589,5762,16161,5992,17749,5986,16757,5905,15706
590,5826,16249,5914,17740,6002,16807,5882,15569
591,5812,16225,5941,17907,5957,16949,5828,15537
592,5787,16331,5937,18041,5870,16925,5884,15454
593,5836,16245,5952,17769,5969,16825,5869,15763
594,5877,16446,5947,17709,6005,16931,5967,15625
595,5843,16309,5930,17692,5939,16803,5877,15467
596,5772,16254,6004,17762,5945,16811,5839,15698
597,5761,16201,6107,17606,5955,16780,5831,15715
598,5807,16332,6039,17770,6033,16871,5923,15515
599,5858,16225,5966,17561,5973,17008,5923,15515
600,5780,16321,5916,17726,5996,16908,5867,15623
601,5823,16344,6033,17668,6043,17061,5964,15649
602,5861,16338,6021,17689,5955,16887,5904,15572
603,5693,16195,6019,17597,5984,16837,5881,15715
604,5753,16209,5897,17693,6014,16713,5940,15568
605,5766,16267,5912,17823,5981,16733,5911,15492
606,5803,16265,5984,17750,5935,16806,5843,15687
607,5809,16253,6027,17700,5880,16976,5876,15634
608,5765,16209,5988,17807,5883,16777,5857,15645
609,5799,16103,6082,17926,5896,16881,5833,15635
610,5735,16232,5953,17664,5943,16860,5869,15757
611,5694,16260,5888,17660,6087,16909,5874,15769
612,5844,16480,5953,17883,5889,17017,5872,15461
613,5833,16361,5972,17841,6015,16737,5893,15650
614,5716,16115,6055,17773,5987,16739,5908,15477
615,5802,16276,5983,17691,5931,16824,5809,15687
616,5786,16356,5951,17807,5938,16905,5871,15637
617,5726,16126,6032,17790,5871,16907,5901,15638
618,5764,16228,5973,17884,5856,16915,5889,15445
619,5720,16329,6045,17809,5897,16962,5809,15639
620,5783,16132,5994,17620,5927,16840,5853,15635
621,5790,16187,5967,17610,5948,16743,5853,15530
622,5695,16115,5922,17865,5940,16868,5807,15757
623,5861,15994,5981,17717,5857,16876,5938,15656
624,5807,16359,5969,17765,5936,16940,5862,15616
625,5814,16218,6012,17720,6045,16868,5874,15720
626,5844,16097,5951,17724,5881,16720,5839,15656
627,5819,16309,6057,17880,5911,16899,5878,15554
628,5740,16244,6043,17760,5990,16832,5873,15681
629,5884,16151,5973,17630,5876,16826,5802,15670
630,5802,16129,5952,17983,5923,16870,5864,15601
631,5773,16300,5987,17819,5922,16922,5842,15615
632,5727,16426,5953,17772,5981,16995,5864,15477
633,5764,16234,6031,17802,5889,16925,5892,15607
634,5815,16181,5980,17804,5912,16897,5850,15611
635,5799,16151,6012,17591,5875,16928,5862,15561
636,5794,16095,5936,17843,5964,16799,5916,15720
637,5828,16204,6056,17859,5937,17050,5807,15650
638,5750,16373,5953,17565,5905,16797,5783,15564
639,5823,16314,5954,17804,5872,16883,5863,15630
640,5727,16125,5955,17761,5959,16900,5863,15675
641,5761,16158,6003,17886,5925,16897,5897,15509
642,5789,16104,5929,17777,5880,16869,5975,15513
643,5744,16315,5999,17825,5917,16860,5939,15734
644,5765,16276,6036,17761,5895,16694,5888,15489
645,5760,16297,5937,17702,5883,16907,5869,15571
646,5729,16132,6023,17816,5983,16769,5857,15573
647,5720,16212,5958,17668,5843,16845,5887,15623
648,5909,16187,5986,17633,5921,16879,5963,15689
649,5752,16043,6041,17776,5960,16832,5802,15585
650,5731,16454,5935,17582,5945,16730,5801,15589
651,5780,16223,5979,17759,6008,16837,5879,15560
652,5755,16191,6039,17847,5964,16767,5868,15497
653,5802,16301,5958,17818,6004,16883,5919,15571
654,5762,16155,6014,17698,5969,16901,5849,15579
655,5745,16187,6049,17896,5992,16738,5828,15745
656,5807,16171,5925,17671,5929,16831,5868,15605
657,5764,16084,5940,17856,5879,16658,5875,15604
658,5824,16142,5973,17814,5968,17015,5899,15604
659,5792,16289,5956,17867,5919,16681,5896,15648
660,5739,16241,5951,17772,5925,16738,5933,15688
661,5766,16259,5885,17741,6001,16597,5852,15767
662,5841,16222,5939,17748,5932,16959,5829,15588
663,5825,16318,5984,17683,5897,16968,5850,15592
664,5816,16202,5945,17826,5931,16896,5924,15514
665,5804,16150,5972,17723,5945,16658,5881,15515
666,5796,16064,5884,17576,5837,16842,5853,15730
667,5694,16186,5869,17676,5967,17033,5852,15546
668,5751,16190,6067,17708,5862,16734,5825,15708
669,5787,16033,5923,17745,5926,16845,5815,15652
670,5773,16181,6004,17797,5909,16769,5965,15529
671,5796,16369,5942,17732,5897,16717,5864,15425
672,5870,16168,6030,17832,5933,16714,5812,15516
673,5685,16324,5991,17700,5951,16793,5800,15549
674,5693,16132,5964,17891,5808,16747,5777,15511
675,5716,16025,5925,17683,6004,16946,5820,15505
676,5787,16053,6007,17672,5932,16952,5884,15485
677,5768,16297,5966,17698,5929,16777,5838,15649
678,5686,16253,5967,17811,5929,16846,5863,15547
679,5748,16140,5909,17660,5998,16882,5868,15635
680,5833,16221,5983,17456,5937,16790,5876,15694
681,5805,16280,6064,17762,5934,16877,5831,15712
682,5749,16257,5957,17629,5867,16853,5792,15547
683,5810,16082,5889,17512,5973,16751,5901,15813
684,5764,16108,5969,17783,6017,16926,5842,15627
685,5785,16210,5977,17807,6001,16976,5903,15420
686,5806,16075,6006,17756,5878,16775,5837,15538
687,5735,16191,6047,17587,5999,16748,5837,15538
688,5768,16171,5937,17773,6017,16698,5763,15619
689,5772,16061,5942,17719,5956,16793,5852,15313
690,5806,16204,5895,17772,5945,16865,5749,15601
691,5801,16145,5979,17671,5914,16890,5797,15545
692,5789,16177,5931,17575,5890,16860,5797,15545
693,5780,16279,5956,17701,5989,16936,5933,15723
694,5862,16062,6009,17695,5981,16664,5925,15625
695,5784,16296,5951,17712,5894,16787,5788,15482
696,5883,16164,6037,17772,5962,16818,5969,15641
697,5794,16198,6025,17621,5892,16782,5700,15572
698,5823,16161,6012,17674,6036,16750,5933,15481
699,5725,16137,6092,17794,5908,16709,5873,15469
700,5676,16251,6023,17821,5940,16816,5920,15539
701,5721,16058,5970,17740,5853,16813,5885,15531
702,5764,16122,5995,17572,5966,16775,5908,15561
703,5804,16306,5922,17855,5923,16875,5873,15539
704,5775,16165,5970,17876,5984,16837,5832,15541
705,5713,16143,5984,17768,5877,16759,5816,15632
706,5793,16258,6004,17723,5917,16557,5965,15469
707,5778,16055,5878,17732,6011,16827,5832,15499
708,5847,16251,6039,17518,5939,16905,5940,15415
709,5759,16133,6014,17892,5964,16901,5829,15592
710,5809,16113,5993,17757,5876,16874,5899,15439
711,5769,16187,5937,17628,5951,16848,5924,15479
712,5832,16228,6027,17729,5996,16816,5813,15402
713,5789,16176,5956,17795,5992,16829,5879,15611
714,5760,16183,6004,17809,5829,16746,5880,15783
715,5828,16160,5972,17674,5980,16809,5813,15656
716,5746,15988,5913,17701,5951,16965,5920,15553
717,5785,16105,5936,17787,5968,16711,5822,15592
718,5737,16112,5999,17806,5910,16780,5929,15550
719,5804,16300,5975,17823,6028,16866,5806,15523
720,5656,16198,5949,17759,5921,16788,5759,15560
721,5681,16199,5981,17659,5951,16841,5925,15458
722,5841,16318,6048,17760,5934,16725,5738,15444
723,5738,16143,5901,17838,6007,16800,5895,15556
724,5821,16182,5969,17747,5981,16762,5904,15320
725,5828,16109,5952,17677,5892,16761,5776,15596
726,5804,15975,5899,17709,5904,16563,5906,15480
727,5828,16009,5933,17722,6030,16745,5898,15717
728,5857,16115,5992,17780,5903,16705,5749,15505
729,5806,16183,5971,17685,5894,16821,5925,15632
730,5803,16177,5931,17847,5943,16869,5942,15569
731,5769,15930,5971,17761,5974,16786,5869,15548
732,5740,16175,5977,17680,5923,16718,5804,15512
733,5773,16237,5886,17557,5924,16752,5940,15443
734,5700,16031,5988,17542,5999,16640,5939,15456
735,5749,16204,5997,17620,5977,16761,6003,15417
736,5706,16289,5907,17737,5926,16712,5818,15626
737,5797,16211,6062,17791,6033,16767,5860,15489
738,5802,16045,5947,17870,5917,16652,5940,15407
739,5778,16063,5981,17771,5956,16888,5862,15531
740,5756,16285,5996,17809,5928,16831,5923,15508
741,5734,16122,5913,17912,5869,16664,5948,15497
742,5749,16132,5989,17834,5925,16724,5981,15597
743,5823,16118,5975,17672,5898,16721,5868,15543
744,5713,16194,5952,17655,5921,16709,5856,15652
745,5761,16083,5985,17756,5953,16783,5807,15555
746,5844,16078,5966,17500,5895,16551,5801,15548
747,5744,16140,6000,17583,5870,16674,5769,15586
748,5782,15941,5981,17761,5894,16715,5799,15555
749,5759,16071,6128,17698,5991,16852,5868,15442
750,5769,16061,5943,17581,5978,16969,5912,15458
751,5807,16153,5976,17628,5884,16811,5829,15583
752,5792,16304,5972,17687,5952,16666,5968,15453
753,5762,16150,5953,17843,5965,16887,5897,15500
754,5749,15959,5981,17850,5937,16581,5881,15578
755,5706,16018,5906,17648,5993,16760,5837,15345
756,5773,16166,5925,17588,5889,16767,5901,15450
757,5781,16147,6020,17838,5936,16792,5845,15397
758,5833,16176,6016,17663,5827,16805,5871,15587
759,5823,16119,5936,17785,5911,16606,5927,15335
760,5737,16046,5959,17637,5988,16830,5838,15522
761,5820,16132,6004,17588,5934,16645,5909,15483
762,5787,16090,6009,17587,5916,16773,5835,15422
763,5759,15919,6044,17733,5958,16584,5836,15370
764,5902,16127,5969,17796,5838,16880,5901,15573
765,5769,16077,6002,17540,5959,16733,5800,15473
766,5776,16053,5975,17678,5949,16553,5875,15552
767,5778,16199,5907,17966,5951,16660,5864,15585
768,5727,16080,5960,17655,5854,16860,5856,15518
769,5815,16387,5988,17732,5947,16766,5899,15677
770,5753,16218,5948,17698,5882,16827,5863,15548
771,5771,16049,5945,17708,6036,16740,5907,15636
772,5776,16066,5964,17512,6018,16618,5867,15433
773,5827,15961,6020,17728,5993,16812,5863,15595
774,5778,16055,5973,17942,5850,16788,5807,15247
775,5778,16216,5930,17584,5965,16904,5826,15717
776,5774,15967,5942,17627,5952,16800,5853,15410
777,5778,16154,5918,17607,5928,16525,5921,15568
778,5721,16116,5937,17545,5939,16663,5850,15562
779,5789,16117,5945,17649,5969,16829,5812,15537
780,5779,16037,5997,17513,5952,16747,5820,15373
781,5761,16061,6028,17589,5978,16715,5826,15571
782,5800,16184,5952,17569,5910,16707,5832,15535
783,5780,15916,5897,17800,5925,16783,5852,15604
784,5764,16066,6049,17624,6030,16739,5760,15608
785,5831,15957,5957,17764,5913,16843,5900,15480
786,5647,16066,5918,17562,5885,16930,5826,15457
787,5792,16073,5969,17552,5943,16693,5835,15485
